Author,Comment,PublishedAt
@erikaja6469,"3:15 favorit
Merdu banget, jiwa berasa dimurnikan😭🥰 seperti ada yang beresonansi. 

jantungku seakan berdetak lebih cepat namun tetap tenang & nyaman❤",2024-03-08T07:13:24Z
@yudhasyhab9288,Yah gua kira lagu raisa dong,2024-03-07T07:26:51Z
@carlsandika,Allahumma sollihallah Saidyina Muhammad ❤,2024-03-06T03:31:48Z
@andikaputra5061,janji setia x cerita nabi Muhammad= 😭😭😭,2024-03-06T02:04:27Z
@carnationautosound3848,Dengerin di home audio pke ni lagu ngeri bgt emosinya.. ampun mbak susaranya badai..,2024-03-05T19:33:24Z
@ellinellin5475,"Semangat menjemput 66.1views
Bismillah...",2024-03-04T12:53:53Z
@user-yz9st7et1b,Dengar lagu ini ingat kisah nabi muhammad saw & sahabatnya .,2024-03-04T02:26:32Z
@rizkyfidiansyah2768,Gas 67 jt Moo sambil up masih hatiku,2024-03-04T00:04:48Z
@itsme_ayiy,ayo janji!!! sayang?,2024-03-03T13:17:38Z
@Ghazz-tm5hy,2:00 paling populerr❤❤,2024-03-02T07:08:04Z
@luv.uankshalsyam898,"*79 rb lgi menuju 66 jt ,gsnas jg ini janset gak nysngks bisa ngalahin merin mv & vl secara merin waltu itu tembus #1 di smua platform lo ,masya Allah gsk di sangja "" jsnset bisa ngejar merin*",2024-03-02T00:44:53Z
@Msbreew14,❤️,2024-03-01T21:42:56Z
@armayeni4779,Baru sadar ternyata cowok nya itu adalah alshad Ahmad,2024-03-01T14:33:15Z
@Duniawijayanti,Style titi di lagu ini hampir mirip di lagu yega yak,2024-03-01T08:58:06Z
@galihrakasiwi6362,p,2024-02-29T23:46:01Z
@raraclmk8837,Baper banget liat ka Tiara sama bang alshad😭,2024-02-29T18:01:49Z
@Irfanuuuuuuuuu,Tiara akan perform di acara PUTERI INDONESIA tgl 8 Maret LIVE di SCTV❤ Ramaikan ya guys  ❤🎉,2024-02-29T16:43:23Z
@adetwp,Seneng lagu ini gara² fyp ttg kisah² Rasulullah 😢😢 ko bisa pas bgt yaa. Yaa Sayyidii Yaa Rasulullah ❤,2024-02-29T08:29:30Z
@blace1200,I saw this on tiktok..,2024-02-29T05:55:17Z
@KevasAfendar,Yang kesini gara gara kisah Rasulullah like❤,2024-02-28T13:50:49Z
@dhogaming3819,"andai saja ku bisa genggam tanganmu, langsung kebayang lagi genggam tangan Rasulullah SAW dengan sorban hijau dengan wajah bercahaya 😢",2024-02-28T06:46:35Z
@APRILIANURLITA-tt4ub,Model nya mantan Titi..yg punya macan ya??,2024-02-27T07:48:32Z
@BabyFox09,"First time here, from Viet Nam with love for Tiara ❤",2024-02-27T05:43:47Z
@lailiapidah3846,❤,2024-02-26T01:24:04Z
@Tiara-db3er,Ingat alm eril klo denger lagu ini,2024-02-23T17:29:34Z
@PanjiFauzanAbdurachman,Rindu Rasulullah dengerin lagu ini 😭,2024-02-23T14:03:54Z
@raraindahnoor3408,Rindu terus Habibiku😢 Lahul Fatihah,2024-02-23T09:18:14Z
@fajarmuhammad223,Nangis denger lagunya😢😢,2024-02-23T08:36:33Z
@diahn_j,"Kangen titi alshad :""",2024-02-23T05:56:21Z
@afrinr1169,Lucu bgtttt,2024-02-23T03:23:58Z
@MyEmptyBottle,Suara Tiara aku suka bgt . I love you tiara,2024-02-22T07:13:06Z
@Ashrfqz,اللَّهُمَّ صَلِّ عَلَى سَيِّدِنَا مُحَمَّدٍ وَعَلَى آلِ سَيِّدِنَا مُحَمَّدٍ,2024-02-22T03:57:44Z
@BangJapsEntertainment,Ini sebenarnya lagi cocok buat Rasulullah Saw ya .😊,2024-02-21T23:03:28Z
@danangpanggalih,Memang bagus nih suara dan lagu yg di bawaain tiara ... Exelent work,2024-02-21T13:39:20Z
@Hunting_family,Ex gf,2024-02-21T12:02:40Z
@mamanbaululumcirebon8878,"Setiap denger lagu ini... 
ingat pacar ❌
ingat Nabi Muhammad SAW ✅
lagu bikin nangis rindu dengan Nabi Muhammad SAW...",2024-02-21T03:37:12Z
@DuriKepa21,Aku menawarkan kesetiaan tapi kamu memilih pengkhianatan,2024-02-20T09:23:52Z
@debyatman8842,Salah satu lagu terbaik ❤,2024-02-20T08:46:16Z
@user-dp3tr8ov4r,"Masih sama alshad ahmad 😭😭
Kangan waktu titi masih sama alshad ahmad",2024-02-19T08:43:04Z
@user-oq9gy9qj1w,4:15,2024-02-19T06:33:53Z
@user-oq9gy9qj1w,Perfect❤,2024-02-19T06:33:00Z
@cintanyaakush9759,"*Bismillahirrahmanirrahim,buat mu yg jauh di sana selamat hari jadi kita yg 50 sayang ,bagia bersamamu,dan semoga bahagia slu milik kita ,jangan biarkan apapun dan siapapun merusak kebahagiaan kita ,luv kesayanganku,aku sayang kamu,doa terbaik untuk kita sayang ,sekali lgi happy anniversary kesayanganku aku milikmu dan kamu miliki ku slu utk selamanya bismillah kita dlm FAYAKUN _Nya AnkSh 19 💘 always forever*
*19""02""2024 (**00:22**) WIB*",2024-02-18T17:22:55Z
@cintanyaakush9759,"*Janji setia menjaga hati , congratulations utk 65 JT view ,Masya Allah moo Alhamdulillah penambahan viewnya masih tinggi 60_70 rb /24 jam nya!!!!!*",2024-02-17T23:20:45Z
@cintanyaakush9759,"65.009.943 x ditonton ( 06:18) wib
18""02""2024
605 rb like
89 rb komen
2,49 JT subscriber",2024-02-17T23:19:40Z
@user-le6lk6ry1l,Rumah neraka,2024-02-17T21:33:14Z
@restuarr,congrats 65jt views moo semoga cepat 100m nya🎉,2024-02-17T17:08:46Z
@vearlyanaayu2917,9k lg 65jt,2024-02-17T14:10:07Z
@user-ht7ig7tp1n,Cinta banget sama lagunya❤,2024-02-15T22:50:08Z
@muhammadhafiz2958,semangat team tiara,2024-02-15T17:42:46Z
@rivaldoviki305,adem banget,2024-02-15T17:24:11Z
@kamaseanfanbaze,"liriknya ""Jarak n waktu"" itu sih kek everlasting ni lagu
menjaga hati 😢",2024-02-15T10:41:10Z
@bidangpajakdaerah8140,LAGU YG TAK PERNAH BOSAN DI DENGAR,2024-02-15T04:13:14Z
@user-zu2mz1bh9s,lagunya orng tulus ketika di jalan aspal yang lurus!!,2024-02-14T20:34:55Z
@user-cc4ep6ll1c,"Aku melepas dan merelakan mu dengan ikhlas, padahal aku masii sangat sangat mencintai mu, kamu tau apa yang buat aku mengikhlaskan mu dengan  tersenyum, karna aku tau, jika kau bersama orang lain kau terlihat sangat bahagia di banding kan bersama ku, aku berjanji kepada mu, apapun yang membuatmu bahagia, kejar lah, aku merelakan mu demi melihat mu bahagia bersama orang lain, meski aku terluka, itu semata mata demi kebahagiaan mu",2024-02-14T10:02:58Z
@ahmadrusaili5468,"Trmkasih tlh hdir dlm hidupku bbrpa thn trkhir ini,mmng kmu prmpuan yg hbt jrk tak mmpu mmthkan rasa cnta kita...😊",2024-02-13T03:34:11Z
@riacantik3982,2024 masih syuka dengan video nya 🥰🥰,2024-02-12T22:37:51Z
@jeje-md5ic,TIARA ANDINI 2024 SMKN SMP 15 SMA 5 SMA 6 Pratek Merah Motor jipi DS tablet Tabulet Baktik Orens,2024-02-12T00:24:49Z
@user-fp5ze3xk6z,"Kamu diam aja na gk ngapa-ngapain chating2an sama suami orang ,bisa ngerusak rumah tangga orang, gila sih, salah sendiri lakinya udh nikah masih aja kode2 in angka aku di sosmed nya, gak mikirin perasaan istrinya, janji setia nya gk bisa dipegang nya, emang paling bener gak sama dia dulu kah. Mana istrinya mau ngelahirin sibuk ngodein aku, padahal akun nya udh di unfollow istri nya, nauzubillah mau chating sama suami orang, kenapa jalur ku selalu kearah untuk jadi pelakor gini ya, yaallah padahal anti banget kalau sudah jadi suami orang mau akrab chating2an, nauzubillah.",2024-02-11T15:56:37Z
@Amazingsports124,Janset masuk top200 spotife Malaysia🎉,2024-02-11T15:53:07Z
@tyassooo,Gasss 65 juta moo🎉🎉,2024-02-11T13:27:22Z
@syariatulhasanah3100,Gass 65 juta mootiara,2024-02-11T06:51:14Z
@rizkyfidiansyah2768,Gas 65 jt sambil dengerin lagu pernikahan kita moo,2024-02-11T03:20:27Z
@iky1550,.,2024-02-10T17:10:16Z
@bintanglaut4276,Aku kira ini lagu Raisa pas awal dengar mirip banget reff nya Tiara nyanyi mirip suara raisa,2024-02-10T12:58:34Z
@imronrosadi7702,Aku nangis ingat Rasulullah SAW setiap dengan lagu janji setia 😭😭😭,2024-02-10T00:34:23Z
@Lucky-tj5eh,"lah ternyata vidio clipnya sm alshad ahmad'' mereka itu putuh ngga sih sebenernya??,,,",2024-02-09T12:41:25Z
@jusmanto1139,Kesini dari titok 😊,2024-02-08T11:58:49Z
@nandadwiputra6647,"sengaja nyetel lagu galau karna teringat dia yang pernah hadir lalu asing kembali, ternyata sesakit itu yah mencintai orang",2024-02-07T19:44:53Z
@MICHSANFAZAR,Janji apa????,2024-02-07T18:43:21Z
@rullyrahmawan5333,"Denger lagu ini sambil baca kisah nabi
 muhammad madepp",2024-02-07T18:12:13Z
@GedeArtawahyudi,waouuuu,2024-02-06T14:31:03Z
@Rioutama664,"Stream ini dulu baru lanjut ""Lagu Pernikahan Kita"". Berasa dapat jawaban",2024-02-06T01:21:55Z
@sunarasull,Dalem Banget 😢,2024-02-05T05:33:48Z
@user-sp6bl1ku6r,"Suara titi mirip raisa bgt,, tp melodi aransemen ini krg ceria ti,,😂 jd bd m single perdana km dl yg sedikit ceria,, tp d duet kykny pas ny",2024-02-04T15:18:05Z
@andrekresna2522,semakin didengar semakin terasa sejuk..sama seperti kamu semakin dirasakan semakin aku takut kehilangan❤❤,2024-02-03T13:14:51Z
@andrekresna2522,#proudproudproudsayangg🤗❤❤,2024-02-03T08:20:38Z
@defindraelsy5293,Janji setia menjaga hati🎶,2024-02-02T15:08:43Z
@user-zz8eb2py8w,Yang dulu suka chatan dan sekarang tidak lagi,2024-02-02T01:49:50Z
@Akhmadi_Kurniawan,01:03 - 02:00 janji setia + kisah Rasulullah & para sahabat 😢,2024-01-31T14:04:59Z
@maisarahafiqah6368,my ex bagi lagu ni kat i hm,2024-01-31T00:24:56Z
@susanlucky88,semua tinggal kenangan anjiiiirrrr,2024-01-30T19:33:52Z
@grelaras2065,titi lagu ini penuh kenangan :),2024-01-29T08:49:55Z
@ibasofficial3,"Vidio ini udah lama gk aku tonton, aku penggemar Alshad dan Tiara, mungkinkan Janji Setia mereka berdua terbukti dipelaminan....",2024-01-29T07:45:12Z
@dordordorindonesian6783,Prakiraan thn ini 78-80+ jt viewers,2024-01-29T00:04:59Z
@sultangold4006,😭😭😭,2024-01-28T15:01:38Z
@user-fl1io1gd2t,❤❤,2024-01-28T08:58:29Z
@zenitaekapradani6803,@mohammadfadielasshidiq535,2024-01-27T09:59:52Z
@ahmadmckenzei2679,Cuma lagi ini yg bikin gua mewek brutal,2024-01-27T07:48:42Z
@Fahrul_R,Dluu Rela ujan”an demi nganter dia pulng smpe hp rusak ..dan skrng rela ujan”an sendri krna dia udh dipelukan orng lain ..semoga kamu bahagia sama yg baru N 😊😊😊😊,2024-01-27T04:54:24Z
@Takumi.Fujiwara001,"Hmmm dari setia nyatanya, merelakan juga salah satunya bukan?",2024-01-26T22:11:49Z
@moccaorangemakankpop2415,"lagu ini sering denger dari clip kisah kisah islami,, eh baru tau lagunya dari penyanyi terkenal",2024-01-26T11:46:12Z
@Sofie_SachinLOVE,lagu galau Tiara bener - bener kyk isi suara hati kitaaaaa,2024-01-25T13:32:30Z
@alwanmakarim2963,Percayalah kasiih,2024-01-25T13:23:46Z
@lele7034,Ini lagu orang pacaran tapi lagu ini bisa meningkatkan kita kepada rasulullah 😢,2024-01-25T01:36:25Z
@rizkyfidiansyah2768,Gas 64 jt Moo sambil up ngeluwihi,2024-01-24T22:55:57Z
@LarajatulHikmah-hw5nh,Titi luppp bet💗💗,2024-01-24T16:18:41Z
@BayuAryoRaifansRailroad416,Janji Setia Menjaga Hati Untuk Ziyan BIRU,2024-01-23T21:49:45Z
@mmjust,kira2 skrg mereka BS ga ya,2024-01-23T16:19:10Z
@TyaLusiana,Keinget Rasullullah 😭,2024-01-22T23:39:28Z
@Brushrain,Lagu ini menceritakan diriku yang rindu Nabi Muhammad SAW 😢,2024-01-21T06:30:44Z
@sitiamanah5100,Janji setia + kisah Nabi Muhammad SAW gak ada lawannnnn pasti bikin mewek😭,2024-01-21T06:24:57Z
@user-wl8ou1sr4o,Kalo beliau rasanya lebih enak dicintai atau dikasihani?,2024-01-20T01:54:33Z
@alsyamikacintaqu6718,*Percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati*,2024-01-18T16:55:58Z
@alsyamikacintaqu6718,"*Assalamualaikum sayang  menyambut datangnya 19 kita yg ke 49 aku sengaja di Spak janji setia menyambut datangnya nya hari jadi kita biii*
*Buatmu yg jauh disana percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati, luv' bii SH 💘 nya aku,bentar lgi datang 19 sakral kita sayang utk itu ijinkan aku mengucapkan betapa bahagianya betapa bersyukurnya atas nikmat serta karunia-Nya yg begitu indah ini ,selamat hari jadi kita biii yg ke 49 ,doanya sehat slu dan yg terbaik utk kita utk hubungan kita untuk smuanya yg telah terjalin diantara ,aku bahagia bersamamu,aku bangga memiliki dan dimiliki dirimu aku bangga atas kehadiran mu di hidupku ,aku sayang kamu , bismillah smoga Allah meridhoi dan memberikan berjalannya slu utk kita sayang dan Smoga takdir _Nya menyatukan kita dlm ikatan cinta suci abadi sampai ke kehidupan yg lebih lenggeng lgi amin , sekali lagi happy anniversary pria idamanku I love you slu utk selamanya ANKSH ""19 FOREVER, BISMILLAH KAU DAN AKU ,KITA DLM FAYAKUN NYA AMIN AMIN YA ROB*
*KAMIS MALAM JUMAT 18_19 JANUARI 2024*",2024-01-18T16:54:47Z
@srimulyani4471,Bagus...merdu...,2024-01-18T14:57:28Z
@bolangcevano4857,top,2024-01-18T14:41:41Z
@nademkra6795,saya sudah tercuci janji setia +kisah rasul,2024-01-17T12:54:26Z
@yusufdaco8631,Yang denger lagu ini teringat nabi Muhammad 🖐️,2024-01-17T06:12:29Z
@Rioutama664,Lagu yang akan tetap enak sepanjang masa,2024-01-17T02:24:57Z
@williammargandatuasitumora6977,rcgn pro ml thanks burst,2024-01-16T13:00:18Z
@novidzhamadalthanie-tu3nh,Aku nangis lagu ini,2024-01-16T08:04:24Z
@novidzhamadalthanie-tu3nh,Janji setia yang penting Aku jujur Rasa ini cinta orang itu nyaman cowok sayang,2024-01-16T08:00:08Z
@oktavianda9186,Nagih lagunya sampai saiki,2024-01-16T04:48:29Z
@cucukamarudin8973,teringata akan kisah rasulullah,2024-01-15T11:01:23Z
@user-pl2bf5dr9u,"""JANJI SETIA HANYALAH DONGENG""",2024-01-14T21:50:45Z
@skaamorf,Perasaan kemarin masih 50jutaan ini duah 60 juta ajaaa,2024-01-13T12:01:25Z
@ROSSYNURAMELIA-cy8ww,Pertama aku putus langgdung ngedenger lagu ini,2024-01-13T10:56:23Z
@anandaheula,Kangen kmuu.,2024-01-13T09:21:05Z
@bahrululum3116,Rindu kak alshat sama kak tiara buat konten lagi,2024-01-13T08:47:11Z
@user-zv5bw4kd5r,Lagu Jelek,2024-01-13T05:07:34Z
@BoyBlaze-to6he,Sihirrrrrrr,2024-01-12T09:54:45Z
@user-js9iv2uq6j,Dunia akan kembali normal kalau orang nya menjauh tapi rasa hati susah pulih walau kapanpun dan di mana pun diaa akan kembali kalau bungah yang aku pegang suda tak berguna lagi🥀,2024-01-12T01:12:06Z
@putriraihanbrtarigan834,Video klipnya sebelum menjadi asing,2024-01-11T13:56:18Z
@netriliani2696,Ini penyanyi paket lengkap sekali❤❤❤,2024-01-11T05:57:29Z
@user-sw3yj8cr8t,Jadi inget kisah rasullah saw😢,2024-01-11T01:52:48Z
@ilma_019,Hidup itu bagai pelangi di ciptakan utk menghilang hanya menghasilkan keindahan setelah itu sirna oleh lintas waktu begitu pudar menyisakan kenangan....,2024-01-10T07:23:25Z
@SyazwanSakaruddin,Muhammad SAW ❤,2024-01-10T03:33:13Z
@bidangpajakdaerah8140,rindu paling menyakitkan adalah merindukan orang yg sudah tiada :(,2024-01-10T01:55:26Z
@DuriKepa21,Semua akan suka lagu janji setia pada waktunya,2024-01-08T16:45:46Z
@NurulAfkarina-ce4sf,Tiara kan cantik ya wajarlah kalo dia dapat yg ganteng,2024-01-08T15:32:56Z
@dinxcyy,"lgi enak"" dengerin malah ada iklan shope🗿",2024-01-08T12:33:55Z
@ryly-a,"Aku gak tau dia liat koment ini atau tidak, tapi aku percaya apa yang aku tulis akan sampai ke semesta untuk dikirim ke dia.. untuk kamu yang aku sebut namanya ""Youngky Artha Prima"" ini adalah lagu mewakili isi hatiku, aku yakin kamu akan sllu ada disamping aku, aku yakin km lah suami aku, ayah dari anak²ku yang lucu dan cerdas, kamu yang tak akan rela kehilangan aku. I love you❤❤",2024-01-07T09:57:30Z
@adityaerrasaditya249,Gulingnya tiara janji setia ❤,2024-01-06T11:18:15Z
@AuliaRahmanl,"62 jt x ditonton  1 tahun yang lalu
62.122.244 x ditonton  28 Apr 2022",2024-01-06T05:42:55Z
@user-jo3ep3ze5x,cantik nian titi yaaaa❤❤❤❤,2024-01-06T02:17:41Z
@rezamuhammad3293,"Melepas orang yang masih kita cintai itu sakit ya rasanya, ditambah dia langsung dapat yang baru. Tapi aku yakin setiap ujian pasti ada hasilnya",2024-01-05T16:11:19Z
@naufalihsan8699,"tolong kembalikan hanna
tolonggg aku berharap ke hanna
kembalikan lah hanna ke diriku",2024-01-05T14:48:32Z
@naufalihsan8699,ENAK BUAT SAD INI LAGU #Naufal ihsannurimam sayang HANNA,2024-01-05T14:47:53Z
@yogaardiansah8113,"Titi aku ga ada bosan dengae kamu apa lagi ""Janji Setia"", Semangat Terus berkarya Dan Pertahanan Sikap rendah hati, humbel Mu sama idola-idola mu",2024-01-05T13:00:22Z
@micelmcl4557,Ga lengkap kurang selen 😢,2024-01-05T04:35:54Z
@agunsetiyo2791,Jadi rindu sama nabi Muhammad saw😢,2024-01-04T16:09:49Z
@dymasardy5488,Sekarang 2024 dan lagu ini banyak menyimpan segala kenangan,2024-01-03T03:22:19Z
@EndiPutra-hu9sl,Cocok bgt🎉🎉🎉,2024-01-02T16:21:33Z
@otoy4504,"Tadinya ikut terharu lagu ini bersanding dgn kisah2 rasul, tapi teringat hadis yg berbunyi,Imran ibn Hushain RA meriwayatkan bahwa Rasulullah ﷺ bersabda, “Umat ini akan melihat manusia-manusia yang dikutuk Allah hingga berubah wujud, bumi amblas dan hujan batu.” Seorang sahabat bertanya, “Wahai Rasulullah, kapankah itu terjadi?” Beliau ﷺ menjawab, “Apabila para penyanyi wanita dan alat-alat musik sudah bermunculan,” (HR. Tirmidzi).",2024-01-02T05:07:15Z
@user-nr8ew6nq6n,Wikwik,2024-01-02T04:32:00Z
@anggiipuspitaa,"Suka baca cerita Rasul yg pake sound ini auto nangiss.. nyess bgt, akhirnya kepo ini sbnrnya lagu tentang apaan 😅",2024-01-02T01:17:47Z
@azhsn_,"Dari semua lagu indo, paling suka janji setia nya tiara, paling favorit sepanjang masa, cocok sama apa"" situasi sedih/gembira, dua"" bisa",2024-01-01T15:59:52Z
@Arcelys_Evellyn,Janji setia + cerita islam beuh ❤,2024-01-01T03:04:59Z
@rmdhan1i1i,"Dari semua lagu tiara, suka semua, tapi janji setia favorit bgt 🫶🫶🫶",2024-01-01T00:36:28Z
@user-up1tn9ir5u,"I'm from Thailand🇹🇭I really like this song. Does anyone know what this type of music is called? R&B or pop?

￼",2023-12-31T19:17:08Z
@user-es4ek3wn2f,Inget Nabi Muhammad😢😢😢,2023-12-31T14:06:08Z
@SopiyanKaseep,Kisah Rasulullah+sahabat+janji setia=😭,2023-12-31T10:44:52Z
@Khuludah-pe2nt,Gak tau knp lagu ini aku suka bangetttt soalnyaaa bagussss😊,2023-12-31T03:07:21Z
@F.ViolaP.,"Ini lagu bolak balik didengerin di mall atau di manapun. Kesannya kaya nostalgia sama sesuatu yang dejavu, walau ilusi sih haha 😅",2023-12-30T12:44:37Z
@rezaalfianto31,2:45 terasa sekali cerita perjuangan Rasulullah yg seringkali tayang di Tiktok 😊,2023-12-27T14:16:01Z
@amirmuhriz9630,;'),2023-12-27T04:54:39Z
@tasimaja3828,"""Tahu kah dirimu( ya Rasulullah SAW) betapa diriku, merindukan hadirmu, ada di sini😭""

""Andai saja ku bisa genggam tangan mu(Rasullulah Saw), takan ada kata rindu lagiii😭""

""Jarak dan waktu tak mampu menghapus(kerinduanku trhdp mu ya Rasulullah SAW) 😭""

Pokoknya lagu ini mewakili bngt, adakah yg se frekuensi? 😭, andai dirimu ada di sini (ya Rasulullah SAW) aku pasti kuat dalam menjalani hidup ini... 
Allohumma Sholli 'Ala Sayyidina Muhammad, Wa'ala ali Sayyidina Muhammad😭",2023-12-27T02:19:08Z
@deanzarkha7267,Allahumma sholi ala sayyidina muhammad.. hamba rindu engkau 🥺🥺,2023-12-27T01:01:51Z
@jeniku,Go tiara go.. Explore trus tii biar variatif di album ke 2 nanti,2023-12-26T14:59:24Z
@ariprahman3925,"Stay tuned ya guys, nanti ada yang baru dari Tiara Andini, 05.01.24, keep support, keep solid and keep streaming 🙏🙏",2023-12-26T12:36:13Z
@alwanmakarim2963,Merindukan hadirmu,2023-12-26T08:04:41Z
@krisfiyan7096,600k like✔✔✔,2023-12-26T03:05:17Z
@rehanslph1062,Janji setia x kisah nabi behh nyentuh banget🥹,2023-12-25T18:44:17Z
@gama4692,"selalu terharu kalau denger lagu ini, keinget kisah"" rasul asli lagu ini pas banget dijadiin backsound kisah"" rasul",2023-12-25T08:57:20Z
@user-sz7zw5kq9n,suaranya sedap laguu nyaa jugsa best di dengar,2023-12-25T05:46:11Z
@anksh19indahpadawaktunya44,"Penambahan view 23_24 Desember 2023
*Usai 93.072*
Janji setia 60.828
Cintanya aku 44.254
Tega MV 24.746
Merin LV 15.555
Mendi MV 15.319
Merin MV 10.384
Tega VL 9.653
MATM MV 8.317
Bahaya MV 6.445
*Semangat moo hari ini lumayan pada turun gas terus bismillah ntar malem naik lgi!!!!*",2023-12-24T23:24:16Z
@dinastyissabell8702,Woi,2023-12-24T10:27:34Z
@rullyalam145,"Kenapa lagu ini ada unsur magicnya ya. Bikin nagih di dengar, bawaannya adem aja dengerinnya. Benar2 masterpiece bgt nih lagu",2023-12-24T09:11:18Z
@agiskaz9421,"alfyfa kalo u liat ini, setiap lagu tiara andini pasti w keinget u dan kalo w kangen u w tinggal play lagu2 tiara andini 🩷🩷🩷",2023-12-24T08:56:01Z
@muharyajdwiputra2605,ya,2023-12-24T01:50:00Z
@muharyajdwiputra2605,ya,2023-12-24T01:49:55Z
@tatangmustikacandra1915,Aq salut sma yg ciptain lagu ini...keren,2023-12-23T17:17:47Z
@diajeng-cinta,suaranya lembu....oppa cinta lagu Tiara wkkk,2023-12-23T12:21:33Z
@Movieclipss2200,Lagu ini sering di pake utk backsound nya perjuangan Rasulullah SAW,2023-12-23T12:05:15Z
@lindapuspitadewi1911,03:00 terbaik si ❤,2023-12-23T01:11:51Z
@rezkiemelianingsih1324,Aaaah kalau dengar lagu ini teringat semua perjuangannya Rasulullah,2023-12-22T13:44:48Z
